Date,Berth,DailyCapacity,CumulativeCapacity,CumulativeDemand,Balance
2025-11-13,Q1B,35000,11095000,2459474,8635526
2025-11-13,Q1C,23000,7291000,1799423,5491577
2025-11-13,Q2A,47000,14899000,4494185,10404815
2025-11-13,Q2B,47000,14899000,3172703,11726297
2025-11-14,Q1A,35000,11130000,3794330,7335670
2025-11-14,Q1B,35000,11130000,2483428,8646572
2025-11-14,Q1C,23000,7314000,1807259,5506741
2025-11-14,Q2A,47000,14946000,4494185,10451815
2025-11-14,Q2B,47000,14946000,3181128,11764872
2025-11-15,Q1A,35000,11165000,3814816,7350184
2025-11-15,Q1B,35000,11165000,2515530,8649470
2025-11-15,Q1C,23000,7337000,1807259,5529741
2025-11-15,Q2A,47000,14993000,4564370,10428630
2025-11-15,Q2B,47000,14993000,3204292,11788708
2025-11-16,Q1A,35000,11200000,3814816,7385184
2025-11-16,Q1B,35000,11200000,2515530,8684470
2025-11-16,Q1C,23000,7360000,1836034,5523966
2025-11-16,Q2A,47000,15040000,4579312,10460688
2025-11-16,Q2B,47000,15040000,3241604,11798396
2025-11-17,Q1A,35000,11235000,3814816,7420184
2025-11-17,Q1B,35000,11235000,2515530,8719470
2025-11-17,Q1C,23000,7383000,1836034,5546966
2025-11-17,Q2A,47000,15087000,4579312,10507688
2025-11-17,Q2B,47000,15087000,3241604,11845396
2025-11-18,Q1A,35000,11270000,3814816,7455184
2025-11-18,Q1B,35000,11270000,2515530,8754470
2025-11-18,Q1C,23000,7406000,1836034,5569966
2025-11-18,Q2A,47000,15134000,4579312,10554688
2025-11-18,Q2B,47000,15134000,3241604,11892396
2025-11-19,Q1A,35000,11305000,3814816,7490184
2025-11-19,Q1B,35000,11305000,2515530,8789470
2025-11-19,Q1C,23000,7429000,1836034,5592966
2025-11-19,Q2A,47000,15181000,4579312,10601688
2025-11-19,Q2B,47000,15181000,3241604,11939396
2025-11-20,Q1A,35000,11340000,3839470,7500530
2025-11-20,Q1B,35000,11340000,2515530,8824470
2025-11-20,Q1C,23000,7452000,1836034,5615966
2025-11-20,Q2A,47000,15228000,4579312,10648688
2025-11-20,Q2B,47000,15228000,3265178,11962822
2025-11-21,Q1A,35000,11375000,3874193,7500807
2025-11-21,Q1B,35000,11375000,2515530,8859470
2025-11-21,Q1C,23000,7475000,1836034,5638966
2025-11-21,Q2A,47000,15275000,4579312,10695688
2025-11-21,Q2B,47000,15275000,3265178,12009822
2025-11-22,Q1A,35000,11410000,3874193,7535807
2025-11-22,Q1B,35000,11410000,2546378,8863622
2025-11-22,Q1C,23000,7498000,1851615,5646385
2025-11-22,Q2A,47000,15322000,4579312,10742688
2025-11-22,Q2B,47000,15322000,3265178,12056822
2025-11-23,Q1A,35000,11445000,3889110,7555890
2025-11-23,Q1B,35000,11445000,2570573,8874427
2025-11-23,Q1C,23000,7521000,1874305,5646695
2025-11-23,Q2A,47000,15369000,4679811,10689189
2025-11-23,Q2B,47000,15369000,3302756,12066244
2025-11-24,Q1A,35000,11480000,3889110,7590890
2025-11-24,Q1B,35000,11480000,2570573,8909427
2025-11-24,Q1C,23000,7544000,1874305,5669695
2025-11-24,Q2A,47000,15416000,4679811,10736189
2025-11-24,Q2B,47000,15416000,3302756,12113244
2025-11-25,Q1A,35000,11515000,3889110,7625890
2025-11-25,Q1B,35000,11515000,2570573,8944427
2025-11-25,Q1C,23000,7567000,1874305,5692695
2025-11-25,Q2A,47000,15463000,4679811,10783189
2025-11-25,Q2B,47000,15463000,3302756,12160244
2025-11-26,Q1A,35000,11550000,3889110,7660890
2025-11-26,Q1B,35000,11550000,2570573,8979427
2025-11-26,Q1C,23000,7590000,1874305,5715695
2025-11-26,Q2A,47000,15510000,4679811,10830189
2025-11-26,Q2B,47000,15510000,3302756,12207244
2025-11-27,Q1A,35000,11585000,3906382,7678618
2025-11-27,Q1B,35000,11585000,2570573,9014427
2025-11-27,Q1C,23000,7613000,1874305,5738695
2025-11-27,Q2A,47000,15557000,4679811,10877189
2025-11-27,Q2B,47000,15557000,3323097,12233903
2025-11-28,Q1A,35000,11620000,3906382,7713618
2025-11-28,Q1B,35000,11620000,2570573,9049427
2025-11-28,Q1C,23000,7636000,1874305,5761695
2025-11-28,Q2A,47000,15604000,4679811,10924189
2025-11-28,Q2B,47000,15604000,3359225,12244775
2025-11-29,Q1A,35000,11655000,3943742,7711258
2025-11-29,Q1B,35000,11655000,2570573,9084427
2025-11-29,Q1C,23000,7659000,1874305,5784695
2025-11-29,Q2A,47000,15651000,4679811,10971189
2025-11-29,Q2B,47000,15651000,3359225,12291775
2025-11-30,Q1A,35000,11690000,3963995,7726005
2025-11-30,Q1B,35000,11690000,2620907,9069093
2025-11-30,Q1C,23000,7682000,1910011,5771989
2025-11-30,Q2A,47000,15698000,4772725,10925275
2025-11-30,Q2B,47000,15698000,3368659,12329341
2025-12-01,Q1A,35000,11725000,3963995,7761005
2025-12-01,Q1B,35000,11725000,2620907,9104093
2025-12-01,Q1C,23000,7705000,1910011,5794989
2025-12-01,Q2A,47000,15745000,4772725,10972275
2025-12-01,Q2B,47000,15745000,3368659,12376341
2025-12-02,Q1A,35000,11760000,3963995,7796005
2025-12-02,Q1B,35000,11760000,2620907,9139093
2025-12-02,Q1C,23000,7728000,1910011,5817989
2025-12-02,Q2A,47000,15792000,4772725,11019275
2025-12-02,Q2B,47000,15792000,3368659,12423341
2025-12-03,Q1A,35000,11795000,3963995,7831005
2025-12-03,Q1B,35000,11795000,2620907,9174093
2025-12-03,Q1C,23000,7751000,1910011,5840989
2025-12-03,Q2A,47000,15839000,4772725,11066275
2025-12-03,Q2B,47000,15839000,3368659,12470341
2025-12-04,Q1A,35000,11830000,3963995,7866005
2025-12-04,Q1B,35000,11830000,2620907,9209093
2025-12-04,Q1C,23000,7774000,1910011,5863989
2025-12-04,Q2A,47000,15886000,4772725,11113275
2025-12-04,Q2B,47000,15886000,3403656,12482344
2025-12-05,Q1A,35000,11865000,3963995,7901005
2025-12-05,Q1B,35000,11865000,2648307,9216693
2025-12-05,Q1C,23000,7797000,1910011,5886989
2025-12-05,Q2A,47000,15933000,4772725,11160275
2025-12-05,Q2B,47000,15933000,3412618,12520382
2025-12-06,Q1A,35000,11900000,4042886,7857114
2025-12-06,Q1B,35000,11900000,2648307,9251693
2025-12-06,Q1C,23000,7820000,1910011,5909989
2025-12-06,Q2A,47000,15980000,4804563,11175437
2025-12-06,Q2B,47000,15980000,3412618,12567382
2025-12-07,Q1A,35000,11935000,4042886,7892114
2025-12-07,Q1B,35000,11935000,2666249,9268751
2025-12-07,Q1C,23000,7843000,1948509,5894491
2025-12-07,Q2A,47000,16027000,4867586,11159414
2025-12-07,Q2B,47000,16027000,3440226,12586774
2025-12-08,Q1A,35000,11970000,4042886,7927114
2025-12-08,Q1B,35000,11970000,2666249,9303751
2025-12-08,Q1C,23000,7866000,1948509,5917491
2025-12-08,Q2A,47000,16074000,4867586,11206414
2025-12-08,Q2B,47000,16074000,3440226,12633774
2025-12-09,Q1A,35000,12005000,4042886,7962114
2025-12-09,Q1B,35000,12005000,2666249,9338751
2025-12-09,Q1C,23000,7889000,1948509,5940491
2025-12-09,Q2A,47000,16121000,4867586,11253414
2025-12-09,Q2B,47000,16121000,3440226,12680774
2025-12-10,Q1A,35000,12040000,4042886,7997114
2025-12-10,Q1B,35000,12040000,2666249,9373751
2025-12-10,Q1C,23000,7912000,1948509,5963491
2025-12-10,Q2A,47000,16168000,4867586,11300414
2025-12-10,Q2B,47000,16168000,3440226,12727774
2025-12-11,Q1A,35000,12075000,4042886,8032114
2025-12-11,Q1B,35000,12075000,2666249,9408751
2025-12-11,Q1C,23000,7935000,1948509,5986491
2025-12-11,Q2A,47000,16215000,4867586,11347414
2025-12-11,Q2B,47000,16215000,3440226,12774774
2025-12-12,Q1A,35000,12110000,4081419,8028581
2025-12-12,Q1B,35000,12110000,2666249,9443751
2025-12-12,Q1C,23000,7958000,1948509,6009491
2025-12-12,Q2A,47000,16262000,4867586,11394414
2025-12-12,Q2B,47000,16262000,3445901,12816099
2025-12-13,Q1A,35000,12145000,4081419,8063581
2025-12-13,Q1B,35000,12145000,2668681,9476319
2025-12-13,Q1C,23000,7981000,1984505,5996495
2025-12-13,Q2A,47000,16309000,4867586,11441414
2025-12-13,Q2B,47000,16309000,3445901,12863099
2025-12-14,Q1A,35000,12180000,4120170,8059830
2025-12-14,Q1B,35000,12180000,2723410,9456590
2025-12-14,Q1C,23000,8004000,1984505,6019495
2025-12-14,Q2A,47000,16356000,4965154,11390846
2025-12-14,Q2B,47000,16356000,3503081,12852919
2025-12-15,Q1A,35000,12215000,4120170,8094830
2025-12-15,Q1B,35000,12215000,2723410,9491590
2025-12-15,Q1C,23000,8027000,1984505,6042495
2025-12-15,Q2A,47000,16403000,4965154,11437846
2025-12-15,Q2B,47000,16403000,3503081,12899919
2025-12-16,Q1A,35000,12250000,4120170,8129830
2025-12-16,Q1B,35000,12250000,2723410,9526590
2025-12-16,Q1C,23000,8050000,1984505,6065495
2025-12-16,Q2A,47000,16450000,4965154,11484846
2025-12-16,Q2B,47000,16450000,3503081,12946919
2025-12-17,Q1A,35000,12285000,4120170,8164830
2025-12-17,Q1B,35000,12285000,2723410,9561590
2025-12-17,Q1C,23000,8073000,1984505,6088495
2025-12-17,Q2A,47000,16497000,4965154,11531846
2025-12-17,Q2B,47000,16497000,3503081,12993919
2025-12-18,Q1A,35000,12320000,4120170,8199830
2025-12-18,Q1B,35000,12320000,2723410,9596590
2025-12-18,Q1C,23000,8096000,1984505,6111495
2025-12-18,Q2A,47000,16544000,4965154,11578846
2025-12-18,Q2B,47000,16544000,3503081,13040919
2025-12-19,Q1A,35000,12355000,4120170,8234830
2025-12-19,Q1B,35000,12355000,2749964,9605036
2025-12-19,Q1C,23000,8119000,1984505,6134495
2025-12-19,Q2A,47000,16591000,4995677,11595323
2025-12-19,Q2B,47000,16591000,3534426,13056574
2025-12-20,Q1A,35000,12390000,4120170,8269830
2025-12-20,Q1B,35000,12390000,2749964,9640036
2025-12-20,Q1C,23000,8142000,1984505,6157495
2025-12-20,Q2A,47000,16638000,4995677,11642323
2025-12-20,Q2B,47000,16638000,3557738,13080262
2025-12-21,Q1A,35000,12425000,4197939,8227061
2025-12-21,Q1B,35000,12425000,2774421,9650579
2025-12-21,Q1C,23000,8165000,2026253,6138747
2025-12-21,Q2A,47000,16685000,5060838,11624162
2025-12-21,Q2B,47000,16685000,3565873,13119127
2025-12-22,Q1A,35000,12460000,4197939,8262061
2025-12-22,Q1B,35000,12460000,2774421,9685579
2025-12-22,Q1C,23000,8188000,2026253,6161747
2025-12-22,Q2A,47000,16732000,5060838,11671162
2025-12-22,Q2B,47000,16732000,3565873,13166127
2025-12-23,Q1A,35000,12495000,4197939,8297061
2025-12-23,Q1B,35000,12495000,2774421,9720579
2025-12-23,Q1C,23000,8211000,2026253,6184747
2025-12-23,Q2A,47000,16779000,5060838,11718162
2025-12-23,Q2B,47000,16779000,3565873,13213127
2025-12-24,Q1A,35000,12530000,4197939,8332061
2025-12-24,Q1B,35000,12530000,2774421,9755579
2025-12-24,Q1C,23000,8234000,2026253,6207747
2025-12-24,Q2A,47000,16826000,5060838,11765162
2025-12-24,Q2B,47000,16826000,3565873,13260127
2025-12-25,Q1A,35000,12565000,4197939,8367061
2025-12-25,Q1B,35000,12565000,2774421,9790579
2025-12-25,Q1C,23000,8257000,2026253,6230747
2025-12-25,Q2A,47000,16873000,5060838,11812162
2025-12-25,Q2B,47000,16873000,3565873,13307127
2025-12-26,Q1A,35000,12600000,4238068,8361932
2025-12-26,Q1B,35000,12600000,2774421,9825579
2025-12-26,Q1C,23000,8280000,2034826,6245174
2025-12-26,Q2A,47000,16920000,5089600,11830400
2025-12-26,Q2B,47000,16920000,3565873,13354127
2025-12-27,Q1A,35000,12635000,4259501,8375499
2025-12-27,Q1B,35000,12635000,2837128,9797872
2025-12-27,Q1C,23000,8303000,2034826,6268174
2025-12-27,Q2A,47000,16967000,5089600,11877400
2025-12-27,Q2B,47000,16967000,3575794,13391206
2025-12-28,Q1A,35000,12670000,4282976,8387024
2025-12-28,Q1B,35000,12670000,2837128,9832872
2025-12-28,Q1C,23000,8326000,2070411,6255589
2025-12-28,Q2A,47000,17014000,5161723,11852277
2025-12-28,Q2B,47000,17014000,3641350,13372650
2025-12-29,Q1A,35000,12705000,4282976,8422024
2025-12-29,Q1B,35000,12705000,2837128,9867872
2025-12-29,Q1C,23000,8349000,2070411,6278589
2025-12-29,Q2A,47000,17061000,5161723,11899277
2025-12-29,Q2B,47000,17061000,3641350,13419650
2025-12-30,Q1A,35000,12740000,4282976,8457024
2025-12-30,Q1B,35000,12740000,2837128,9902872
2025-12-30,Q1C,23000,8372000,2070411,6301589
2025-12-30,Q2A,47000,17108000,5161723,11946277
2025-12-30,Q2B,47000,17108000,3641350,13466650
2025-12-31,Q1A,35000,12775000,4334509,8440491
2025-12-31,Q1B,35000,12775000,2870548,9904452
2025-12-31,Q1C,23000,8395000,2093918,6301082
2025-12-31,Q2A,47000,17155000,5221735,11933265
2025-12-31,Q2B,47000,17155000,3684713,13470287
