Date,Product,CumulativeProduction,CumulativeDemand,Balance
2025-07-16,Product_1,1303306,1128311,174995
2025-07-16,Product_10,2049700,1768073,281627
2025-07-16,Product_2,1527025,1313719,213306
2025-07-16,Product_3,75283,61336,13947
2025-07-16,Product_4,1778268,1537888,240380
2025-07-16,Product_5,786167,682187,103980
2025-07-16,Product_6,547624,475123,72501
2025-07-16,Product_7,1067435,932947,134488
2025-07-16,Product_8,2282083,1990811,291272
2025-07-16,Product_9,325890,281314,44576
2025-07-17,Product_1,1312456,1128311,184145
2025-07-17,Product_10,2062933,1768073,294860
2025-07-17,Product_2,1537756,1313719,224037
2025-07-17,Product_3,75891,63787,12104
2025-07-17,Product_4,1787760,1566307,221453
2025-07-17,Product_5,792772,682187,110585
2025-07-17,Product_6,551366,480437,70929
2025-07-17,Product_7,1074522,932947,141575
2025-07-17,Product_8,2298359,2026846,271513
2025-07-17,Product_9,328118,281314,46804
2025-07-18,Product_1,1318224,1128311,189913
2025-07-18,Product_10,2075505,1768073,307432
2025-07-18,Product_2,1547934,1313719,234215
2025-07-18,Product_3,76400,63787,12613
2025-07-18,Product_4,1797567,1566307,231260
2025-07-18,Product_5,798893,682187,116706
2025-07-18,Product_6,554730,480437,74293
2025-07-18,Product_7,1080383,932947,147436
2025-07-18,Product_8,2314874,2026846,288028
2025-07-18,Product_9,330248,281314,48934
2025-07-19,Product_1,1318637,1128311,190326
2025-07-19,Product_10,2076037,1828009,248028
2025-07-19,Product_2,1548321,1313719,234602
2025-07-19,Product_3,76426,63787,12639
2025-07-19,Product_4,1798144,1566307,231837
2025-07-19,Product_5,799125,682187,116938
2025-07-19,Product_6,554946,480437,74509
2025-07-19,Product_7,1080662,932947,147715
2025-07-19,Product_8,2315527,2026846,288681
2025-07-19,Product_9,330359,281314,49045
2025-07-20,Product_1,1319000,1165709,153291
2025-07-20,Product_10,2076593,1828009,248584
2025-07-20,Product_2,1548809,1359693,189116
2025-07-20,Product_3,76446,63787,12659
2025-07-20,Product_4,1798537,1585408,213129
2025-07-20,Product_5,799392,707802,91590
2025-07-20,Product_6,555113,489820,65293
2025-07-20,Product_7,1080977,959699,121278
2025-07-20,Product_8,2316078,2061138,254940
2025-07-20,Product_9,330461,291041,39420
2025-07-21,Product_1,1325773,1165709,160064
2025-07-21,Product_10,2089014,1828009,261005
2025-07-21,Product_2,1559044,1359693,199351
2025-07-21,Product_3,76924,63787,13137
2025-07-21,Product_4,1810997,1585408,225589
2025-07-21,Product_5,804560,707802,96758
2025-07-21,Product_6,559075,489820,69255
2025-07-21,Product_7,1087519,959699,127820
2025-07-21,Product_8,2329446,2061138,268308
2025-07-21,Product_9,332633,291041,41592
2025-07-22,Product_1,1332957,1165709,167248
2025-07-22,Product_10,2102431,1828009,274422
2025-07-22,Product_2,1567549,1359693,207856
2025-07-22,Product_3,77476,63787,13689
2025-07-22,Product_4,1823675,1585408,238267
2025-07-22,Product_5,809936,707802,102134
2025-07-22,Product_6,562460,489820,72640
2025-07-22,Product_7,1093586,959699,133887
2025-07-22,Product_8,2345887,2061138,284749
2025-07-22,Product_9,334452,291041,43411
2025-07-23,Product_1,1340803,1165709,175094
2025-07-23,Product_10,2118151,1828009,290142
2025-07-23,Product_2,1577644,1359693,217951
2025-07-23,Product_3,78021,63787,14234
2025-07-23,Product_4,1834617,1585408,249209
2025-07-23,Product_5,814545,707802,106743
2025-07-23,Product_6,566115,489820,76295
2025-07-23,Product_7,1100882,959699,141183
2025-07-23,Product_8,2359191,2061138,298053
2025-07-23,Product_9,336603,291041,45562
2025-07-24,Product_1,1350182,1165709,184473
2025-07-24,Product_10,2130975,1828009,302966
2025-07-24,Product_2,1585305,1378461,206844
2025-07-24,Product_3,78518,63787,14731
2025-07-24,Product_4,1841745,1585408,256337
2025-07-24,Product_5,819617,707802,111815
2025-07-24,Product_6,570099,489820,80279
2025-07-24,Product_7,1107127,959699,147428
2025-07-24,Product_8,2372143,2061138,311005
2025-07-24,Product_9,338842,291041,47801
2025-07-25,Product_1,1356776,1165709,191067
2025-07-25,Product_10,2145797,1828009,317788
2025-07-25,Product_2,1597048,1378461,218587
2025-07-25,Product_3,79063,63787,15276
2025-07-25,Product_4,1851384,1632700,218684
2025-07-25,Product_5,823519,707802,115717
2025-07-25,Product_6,573432,489820,83612
2025-07-25,Product_7,1114792,989914,124878
2025-07-25,Product_8,2382633,2061138,321495
2025-07-25,Product_9,340669,291041,49628
2025-07-26,Product_1,1357189,1165709,191480
2025-07-26,Product_10,2146544,1828009,318535
2025-07-26,Product_2,1597628,1404192,193436
2025-07-26,Product_3,79089,63787,15302
2025-07-26,Product_4,1852054,1632700,219354
2025-07-26,Product_5,823780,719789,103991
2025-07-26,Product_6,573638,489820,83818
2025-07-26,Product_7,1115140,989914,125226
2025-07-26,Product_8,2383543,2088715,294828
2025-07-26,Product_9,340771,295814,44957
2025-07-27,Product_1,1357569,1199779,157790
2025-07-27,Product_10,2147164,1888118,259046
2025-07-27,Product_2,1598097,1404192,193905
2025-07-27,Product_3,79117,66154,12963
2025-07-27,Product_4,1852383,1632700,219683
2025-07-27,Product_5,824053,729667,94386
2025-07-27,Product_6,573790,506682,67108
2025-07-27,Product_7,1115438,989914,125524
2025-07-27,Product_8,2384351,2121911,262440
2025-07-27,Product_9,340863,300423,40440
2025-07-28,Product_1,1365358,1199779,165579
2025-07-28,Product_10,2161127,1888118,273009
2025-07-28,Product_2,1608362,1404192,204170
2025-07-28,Product_3,79617,66154,13463
2025-07-28,Product_4,1863072,1632700,230372
2025-07-28,Product_5,828985,729667,99318
2025-07-28,Product_6,577512,506682,70830
2025-07-28,Product_7,1121224,989914,131310
2025-07-28,Product_8,2400372,2121911,278461
2025-07-28,Product_9,342725,300423,42302
2025-07-29,Product_1,1374767,1199779,174988
2025-07-29,Product_10,2173459,1888118,285341
2025-07-29,Product_2,1614568,1404192,210376
2025-07-29,Product_3,80069,66154,13915
2025-07-29,Product_4,1872338,1632700,239638
2025-07-29,Product_5,832848,729667,103181
2025-07-29,Product_6,581563,506682,74881
2025-07-29,Product_7,1126222,989914,136308
2025-07-29,Product_8,2416793,2121911,294882
2025-07-29,Product_9,344403,300423,43980
2025-07-30,Product_1,1383592,1199779,183813
2025-07-30,Product_10,2188772,1888118,300654
2025-07-30,Product_2,1622588,1404192,218396
2025-07-30,Product_3,80570,66154,14416
2025-07-30,Product_4,1884935,1632700,252235
2025-07-30,Product_5,838693,729667,109026
2025-07-30,Product_6,585467,506682,78785
2025-07-30,Product_7,1133139,989914,143225
2025-07-30,Product_8,2432348,2121911,310437
2025-07-30,Product_9,346800,300423,46377
2025-07-31,Product_1,1393380,1199779,193601
2025-07-31,Product_10,2202747,1888118,314629
2025-07-31,Product_2,1631849,1404192,227657
2025-07-31,Product_3,80837,68224,12613
2025-07-31,Product_4,1895021,1681638,213383
2025-07-31,Product_5,844053,729667,114386
2025-07-31,Product_6,590033,506682,83351
2025-07-31,Product_7,1139404,989914,149490
2025-07-31,Product_8,2446117,2121911,324206
2025-07-31,Product_9,349133,300423,48710
2025-08-01,Product_1,1401331,1217942,183389
2025-08-01,Product_10,2213210,1888118,325092
2025-08-01,Product_2,1639966,1404192,235774
2025-08-01,Product_3,81340,68224,13116
2025-08-01,Product_4,1906905,1681638,225267
2025-08-01,Product_5,848574,743656,104918
2025-08-01,Product_6,593169,506682,86487
2025-08-01,Product_7,1143660,989914,153746
2025-08-01,Product_8,2460037,2121911,338126
2025-08-01,Product_9,351303,300423,50880
2025-08-02,Product_1,1401695,1217942,183753
2025-08-02,Product_10,2213861,1949323,264538
2025-08-02,Product_2,1640501,1404192,236309
2025-08-02,Product_3,81351,68224,13127
2025-08-02,Product_4,1907512,1681638,225874
2025-08-02,Product_5,848817,743656,105161
2025-08-02,Product_6,593309,506682,86627
2025-08-02,Product_7,1143963,989914,154049
2025-08-02,Product_8,2460704,2121911,338793
2025-08-02,Product_9,351433,305180,46253
2025-08-03,Product_1,1402087,1238949,163138
2025-08-03,Product_10,2214653,1949323,265330
2025-08-03,Product_2,1641128,1441552,199576
2025-08-03,Product_3,81369,68224,13145
2025-08-03,Product_4,1908224,1681638,226586
2025-08-03,Product_5,849013,751534,97479
2025-08-03,Product_6,593459,523463,69996
2025-08-03,Product_7,1144248,1015800,128448
2025-08-03,Product_8,2461696,2189440,272256
2025-08-03,Product_9,351530,309570,41960
2025-08-04,Product_1,1410483,1238949,171534
2025-08-04,Product_10,2226987,1949323,277664
2025-08-04,Product_2,1649056,1441552,207504
2025-08-04,Product_3,81875,68224,13651
2025-08-04,Product_4,1919037,1681638,237399
2025-08-04,Product_5,853286,751534,101752
2025-08-04,Product_6,597333,523463,73870
2025-08-04,Product_7,1152378,1015800,136578
2025-08-04,Product_8,2477084,2189440,287644
2025-08-04,Product_9,354438,309570,44868
2025-08-05,Product_1,1418786,1238949,179837
2025-08-05,Product_10,2240496,1949323,291173
2025-08-05,Product_2,1657461,1441552,215909
2025-08-05,Product_3,82382,68224,14158
2025-08-05,Product_4,1930801,1681638,249163
2025-08-05,Product_5,857922,751534,106388
2025-08-05,Product_6,601115,523463,77652
2025-08-05,Product_7,1157267,1015800,141467
2025-08-05,Product_8,2490279,2189440,300839
2025-08-05,Product_9,356366,309570,46796
2025-08-06,Product_1,1425549,1238949,186600
2025-08-06,Product_10,2254171,1949323,304848
2025-08-06,Product_2,1667398,1441552,225846
2025-08-06,Product_3,82772,68224,14548
2025-08-06,Product_4,1939443,1681638,257805
2025-08-06,Product_5,863885,751534,112351
2025-08-06,Product_6,604683,523463,81220
2025-08-06,Product_7,1162405,1015800,146605
2025-08-06,Product_8,2505428,2189440,315988
2025-08-06,Product_9,358435,309570,48865
2025-08-07,Product_1,1433723,1238949,194774
2025-08-07,Product_10,2264829,1949323,315506
2025-08-07,Product_2,1679297,1441552,237745
2025-08-07,Product_3,83193,68224,14969
2025-08-07,Product_4,1952527,1681638,270889
2025-08-07,Product_5,868430,751534,116896
2025-08-07,Product_6,607601,523463,84138
2025-08-07,Product_7,1170041,1015800,154241
2025-08-07,Product_8,2517423,2222007,295416
2025-08-07,Product_9,360306,309570,50736
2025-08-08,Product_1,1442051,1238949,203102
2025-08-08,Product_10,2278396,1949323,329073
2025-08-08,Product_2,1687112,1441552,245560
2025-08-08,Product_3,83760,68224,15536
2025-08-08,Product_4,1962348,1681638,280710
2025-08-08,Product_5,873932,773371,100561
2025-08-08,Product_6,611507,523463,88044
2025-08-08,Product_7,1177907,1015800,162107
2025-08-08,Product_8,2534727,2222007,312720
2025-08-08,Product_9,362404,309570,52834
2025-08-09,Product_1,1442605,1238949,203656
2025-08-09,Product_10,2278894,1949323,329571
2025-08-09,Product_2,1687608,1482421,205187
2025-08-09,Product_3,83782,68224,15558
2025-08-09,Product_4,1962855,1700759,262096
2025-08-09,Product_5,874162,773371,100791
2025-08-09,Product_6,611650,523463,88187
2025-08-09,Product_7,1178197,1015800,162397
2025-08-09,Product_8,2535362,2222007,313355
2025-08-09,Product_9,362516,309570,52946
2025-08-10,Product_1,1443119,1276013,167106
2025-08-10,Product_10,2279463,2006264,273199
2025-08-10,Product_2,1688215,1482421,205794
2025-08-10,Product_3,83813,70376,13437
2025-08-10,Product_4,1963406,1731797,231609
2025-08-10,Product_5,874422,773371,101051
2025-08-10,Product_6,611855,539773,72082
2025-08-10,Product_7,1178492,1045718,132774
2025-08-10,Product_8,2536119,2257454,278665
2025-08-10,Product_9,362613,319028,43585
2025-08-11,Product_1,1450110,1276013,174097
2025-08-11,Product_10,2294035,2006264,287771
2025-08-11,Product_2,1695382,1482421,212961
2025-08-11,Product_3,84281,70376,13905
2025-08-11,Product_4,1971856,1731797,240059
2025-08-11,Product_5,879314,773371,105943
2025-08-11,Product_6,616838,539773,77065
2025-08-11,Product_7,1185601,1045718,139883
2025-08-11,Product_8,2552423,2257454,294969
2025-08-11,Product_9,365119,319028,46091
2025-08-12,Product_1,1457771,1276013,181758
2025-08-12,Product_10,2307235,2006264,300971
2025-08-12,Product_2,1703068,1482421,220647
2025-08-12,Product_3,84778,70376,14402
2025-08-12,Product_4,1983256,1731797,251459
2025-08-12,Product_5,884959,773371,111588
2025-08-12,Product_6,620513,539773,80740
2025-08-12,Product_7,1189831,1045718,144113
2025-08-12,Product_8,2567270,2257454,309816
2025-08-12,Product_9,367165,319028,48137
2025-08-13,Product_1,1464011,1276013,187998
2025-08-13,Product_10,2319175,2006264,312911
2025-08-13,Product_2,1711965,1482421,229544
2025-08-13,Product_3,85359,70376,14983
2025-08-13,Product_4,1995859,1731797,264062
2025-08-13,Product_5,889543,773371,116172
2025-08-13,Product_6,624296,539773,84523
2025-08-13,Product_7,1194509,1045718,148791
2025-08-13,Product_8,2581486,2257454,324032
2025-08-13,Product_9,369218,319028,50190
2025-08-14,Product_1,1471288,1276013,195275
2025-08-14,Product_10,2332506,2006264,326242
2025-08-14,Product_2,1720712,1482421,238291
2025-08-14,Product_3,85835,70376,15459
2025-08-14,Product_4,2007333,1731797,275536
2025-08-14,Product_5,893346,773371,119975
2025-08-14,Product_6,627513,539773,87740
2025-08-14,Product_7,1200717,1045718,154999
2025-08-14,Product_8,2595507,2257454,338053
2025-08-14,Product_9,370919,319028,51891
2025-08-15,Product_1,1479639,1291021,188618
2025-08-15,Product_10,2344871,2040194,304677
2025-08-15,Product_2,1731341,1482421,248920
2025-08-15,Product_3,86231,70376,15855
2025-08-15,Product_4,2015693,1760489,255204
2025-08-15,Product_5,897286,780625,116661
2025-08-15,Product_6,630040,539773,90267
2025-08-15,Product_7,1208693,1045718,162975
2025-08-15,Product_8,2609367,2257454,351913
2025-08-15,Product_9,373010,319028,53982
2025-08-16,Product_1,1480109,1291021,189088
2025-08-16,Product_10,2345495,2040194,305301
2025-08-16,Product_2,1731831,1482421,249410
2025-08-16,Product_3,86254,72578,13676
2025-08-16,Product_4,2016231,1760489,255742
2025-08-16,Product_5,897514,794052,103462
2025-08-16,Product_6,630198,539773,90425
2025-08-16,Product_7,1208995,1045718,163277
2025-08-16,Product_8,2610005,2257454,352551
2025-08-16,Product_9,373106,328518,44588
2025-08-17,Product_1,1480463,1309418,171045
2025-08-17,Product_10,2346179,2063730,282449
2025-08-17,Product_2,1732178,1520489,211689
2025-08-17,Product_3,86277,72578,13699
2025-08-17,Product_4,2016839,1777853,238986
2025-08-17,Product_5,897715,794052,103663
2025-08-17,Product_6,630343,556644,73699
2025-08-17,Product_7,1209323,1072509,136814
2025-08-17,Product_8,2610655,2321987,288668
2025-08-17,Product_9,373195,328518,44677
2025-08-18,Product_1,1487625,1309418,178207
2025-08-18,Product_10,2357251,2063730,293521
2025-08-18,Product_2,1742345,1520489,221856
2025-08-18,Product_3,86646,72578,14068
2025-08-18,Product_4,2024692,1777853,246839
2025-08-18,Product_5,902970,794052,108918
2025-08-18,Product_6,633048,556644,76404
2025-08-18,Product_7,1216865,1072509,144356
2025-08-18,Product_8,2627669,2321987,305682
2025-08-18,Product_9,374926,328518,46408
2025-08-19,Product_1,1493002,1309418,183584
2025-08-19,Product_10,2369738,2063730,306008
2025-08-19,Product_2,1750953,1520489,230464
2025-08-19,Product_3,87092,72578,14514
2025-08-19,Product_4,2033850,1777853,255997
2025-08-19,Product_5,907569,794052,113517
2025-08-19,Product_6,637390,556644,80746
2025-08-19,Product_7,1225337,1072509,152828
2025-08-19,Product_8,2641348,2321987,319361
2025-08-19,Product_9,377667,328518,49149
2025-08-20,Product_1,1500730,1309418,191312
2025-08-20,Product_10,2381554,2063730,317824
2025-08-20,Product_2,1762166,1520489,241677
2025-08-20,Product_3,87503,72578,14925
2025-08-20,Product_4,2046189,1777853,268336
2025-08-20,Product_5,914266,794052,120214
2025-08-20,Product_6,640977,556644,84333
2025-08-20,Product_7,1231210,1072509,158701
2025-08-20,Product_8,2653599,2321987,331612
2025-08-20,Product_9,379544,328518,51026
2025-08-21,Product_1,1507381,1309418,197963
2025-08-21,Product_10,2390990,2063730,327260
2025-08-21,Product_2,1770682,1520489,250193
2025-08-21,Product_3,88029,72578,15451
2025-08-21,Product_4,2057522,1777853,279669
2025-08-21,Product_5,917912,794052,123860
2025-08-21,Product_6,644615,556644,87971
2025-08-21,Product_7,1237616,1072509,165107
2025-08-21,Product_8,2666396,2321987,344409
2025-08-21,Product_9,381070,328518,52552
2025-08-22,Product_1,1514655,1309418,205237
2025-08-22,Product_10,2401649,2082078,319571
2025-08-22,Product_2,1779175,1520489,258686
2025-08-22,Product_3,88493,72578,15915
2025-08-22,Product_4,2069072,1777853,291219
2025-08-22,Product_5,922988,806460,116528
2025-08-22,Product_6,647894,572050,75844
2025-08-22,Product_7,1245783,1072509,173274
2025-08-22,Product_8,2682537,2363946,318591
2025-08-22,Product_9,382816,337023,45793
2025-08-23,Product_1,1514998,1309418,205580
2025-08-23,Product_10,2402412,2082078,320334
2025-08-23,Product_2,1779682,1561984,217698
2025-08-23,Product_3,88515,72578,15937
2025-08-23,Product_4,2069767,1799526,270241
2025-08-23,Product_5,923192,806460,116732
2025-08-23,Product_6,648061,572050,76011
2025-08-23,Product_7,1246030,1072509,173521
2025-08-23,Product_8,2683299,2363946,319353
2025-08-23,Product_9,382913,337023,45890
2025-08-24,Product_1,1515387,1339483,175904
2025-08-24,Product_10,2403064,2114265,288799
2025-08-24,Product_2,1780204,1561984,218220
2025-08-24,Product_3,88538,72578,15960
2025-08-24,Product_4,2070348,1826954,243394
2025-08-24,Product_5,923420,816046,107374
2025-08-24,Product_6,648257,572050,76207
2025-08-24,Product_7,1246399,1104310,142089
2025-08-24,Product_8,2684048,2387540,296508
2025-08-24,Product_9,383018,337023,45995
2025-08-25,Product_1,1521185,1339483,181702
2025-08-25,Product_10,2412940,2114265,298675
2025-08-25,Product_2,1790190,1561984,228206
2025-08-25,Product_3,89014,72578,16436
2025-08-25,Product_4,2082258,1826954,255304
2025-08-25,Product_5,928433,816046,112387
2025-08-25,Product_6,651666,572050,79616
2025-08-25,Product_7,1251814,1104310,147504
2025-08-25,Product_8,2697320,2387540,309780
2025-08-25,Product_9,385123,337023,48100
2025-08-26,Product_1,1527320,1339483,187837
2025-08-26,Product_10,2422405,2114265,308140
2025-08-26,Product_2,1797174,1561984,235190
2025-08-26,Product_3,89516,72578,16938
2025-08-26,Product_4,2097489,1826954,270535
2025-08-26,Product_5,931626,816046,115580
2025-08-26,Product_6,655360,572050,83310
2025-08-26,Product_7,1258297,1104310,153987
2025-08-26,Product_8,2712296,2387540,324756
2025-08-26,Product_9,387261,337023,50238
2025-08-27,Product_1,1537686,1339483,198203
2025-08-27,Product_10,2434494,2114265,320229
2025-08-27,Product_2,1807264,1561984,245280
2025-08-27,Product_3,89906,72578,17328
2025-08-27,Product_4,2107958,1826954,281004
2025-08-27,Product_5,936698,816046,120652
2025-08-27,Product_6,658678,572050,86628
2025-08-27,Product_7,1264442,1104310,160132
2025-08-27,Product_8,2724741,2387540,337201
2025-08-27,Product_9,389012,337023,51989
2025-08-28,Product_1,1544019,1339483,204536
2025-08-28,Product_10,2449653,2114265,335388
2025-08-28,Product_2,1815144,1561984,253160
2025-08-28,Product_3,90293,72578,17715
2025-08-28,Product_4,2117469,1826954,290515
2025-08-28,Product_5,942987,816046,126941
2025-08-28,Product_6,661917,572050,89867
2025-08-28,Product_7,1269897,1116925,152972
2025-08-28,Product_8,2737966,2387540,350426
2025-08-28,Product_9,391048,337023,54025
2025-08-29,Product_1,1550569,1339483,211086
2025-08-29,Product_10,2461579,2114265,347314
2025-08-29,Product_2,1824790,1561984,262806
2025-08-29,Product_3,90827,72578,18249
2025-08-29,Product_4,2128955,1826954,302001
2025-08-29,Product_5,947542,816046,131496
2025-08-29,Product_6,664608,580693,83915
2025-08-29,Product_7,1275322,1116925,158397
2025-08-29,Product_8,2753712,2387540,366172
2025-08-29,Product_9,392728,337023,55705
2025-08-30,Product_1,1551069,1370496,180573
2025-08-30,Product_10,2462312,2114265,348047
2025-08-30,Product_2,1825156,1602872,222284
2025-08-30,Product_3,90848,72578,18270
2025-08-30,Product_4,2129530,1857410,272120
2025-08-30,Product_5,947796,816046,131750
2025-08-30,Product_6,664728,580693,84035
2025-08-30,Product_7,1275653,1116925,158728
2025-08-30,Product_8,2754489,2387540,366949
2025-08-30,Product_9,392816,345658,47158
2025-08-31,Product_1,1551631,1370496,181135
2025-08-31,Product_10,2462957,2166588,296369
2025-08-31,Product_2,1825652,1602872,222780
2025-08-31,Product_3,90866,74665,16201
2025-08-31,Product_4,2130026,1881145,248881
2025-08-31,Product_5,948077,837738,110339
2025-08-31,Product_6,664892,587105,77787
2025-08-31,Product_7,1276018,1129636,146382
2025-08-31,Product_8,2755074,2452752,302322
2025-08-31,Product_9,392899,345658,47241
2025-09-01,Product_1,1558074,1370496,187578
2025-09-01,Product_10,2476055,2166588,309467
2025-09-01,Product_2,1833817,1602872,230945
2025-09-01,Product_3,91353,74665,16688
2025-09-01,Product_4,2139121,1881145,257976
2025-09-01,Product_5,952830,837738,115092
2025-09-01,Product_6,668322,587105,81217
2025-09-01,Product_7,1282240,1129636,152604
2025-09-01,Product_8,2767021,2452752,314269
2025-09-01,Product_9,394484,345658,48826
2025-09-02,Product_1,1565452,1370496,194956
2025-09-02,Product_10,2485828,2166588,319240
2025-09-02,Product_2,1841312,1602872,238440
2025-09-02,Product_3,91841,74665,17176
2025-09-02,Product_4,2153597,1881145,272452
2025-09-02,Product_5,957274,837738,119536
2025-09-02,Product_6,671064,587105,83959
2025-09-02,Product_7,1288646,1129636,159010
2025-09-02,Product_8,2780937,2452752,328185
2025-09-02,Product_9,396719,345658,51061
2025-09-03,Product_1,1573654,1370496,203158
2025-09-03,Product_10,2499756,2166588,333168
2025-09-03,Product_2,1851577,1602872,248705
2025-09-03,Product_3,92192,74665,17527
2025-09-03,Product_4,2164865,1881145,283720
2025-09-03,Product_5,960478,837738,122740
2025-09-03,Product_6,674441,587105,87336
2025-09-03,Product_7,1295522,1129636,165886
2025-09-03,Product_8,2798159,2452752,345407
2025-09-03,Product_9,398843,345658,53185
2025-09-04,Product_1,1583471,1370496,212975
2025-09-04,Product_10,2511343,2166588,344755
2025-09-04,Product_2,1861177,1602872,258305
2025-09-04,Product_3,92663,74665,17998
2025-09-04,Product_4,2174418,1881145,293273
2025-09-04,Product_5,965805,837738,128067
2025-09-04,Product_6,677860,595511,82349
2025-09-04,Product_7,1300928,1129636,171292
2025-09-04,Product_8,2807900,2452752,355148
2025-09-04,Product_9,401048,345658,55390
2025-09-05,Product_1,1590107,1370496,219611
2025-09-05,Product_10,2525111,2187434,337677
2025-09-05,Product_2,1869580,1602872,266708
2025-09-05,Product_3,93168,74665,18503
2025-09-05,Product_4,2186614,1881145,305469
2025-09-05,Product_5,970578,858827,111751
2025-09-05,Product_6,680153,595511,84642
2025-09-05,Product_7,1307952,1146732,161220
2025-09-05,Product_8,2822126,2480984,341142
2025-09-05,Product_9,402981,354404,48577
2025-09-06,Product_1,1590482,1370496,219986
2025-09-06,Product_10,2525646,2187434,338212
2025-09-06,Product_2,1870143,1602872,267271
2025-09-06,Product_3,93192,76786,16406
2025-09-06,Product_4,2187141,1930770,256371
2025-09-06,Product_5,970784,858827,111957
2025-09-06,Product_6,680299,595511,84788
2025-09-06,Product_7,1308307,1146732,161575
2025-09-06,Product_8,2822667,2480984,341683
2025-09-06,Product_9,403088,354404,48684
2025-09-07,Product_1,1590916,1404833,186083
2025-09-07,Product_10,2526271,2224770,301501
2025-09-07,Product_2,1870575,1641693,228882
2025-09-07,Product_3,93217,76786,16431
2025-09-07,Product_4,2187656,1930770,256886
2025-09-07,Product_5,971031,858827,112204
2025-09-07,Product_6,680478,600714,79764
2025-09-07,Product_7,1308746,1159013,149733
2025-09-07,Product_8,2823284,2511542,311742
2025-09-07,Product_9,403159,354404,48755
2025-09-08,Product_1,1599193,1404833,194360
2025-09-08,Product_10,2539073,2224770,314303
2025-09-08,Product_2,1879853,1641693,238160
2025-09-08,Product_3,93575,76786,16789
2025-09-08,Product_4,2199255,1930770,268485
2025-09-08,Product_5,975451,858827,116624
2025-09-08,Product_6,684055,600714,83341
2025-09-08,Product_7,1314697,1159013,155684
2025-09-08,Product_8,2836163,2511542,324621
2025-09-08,Product_9,405325,354404,50921
2025-09-09,Product_1,1606520,1404833,201687
2025-09-09,Product_10,2550944,2224770,326174
2025-09-09,Product_2,1889452,1641693,247759
2025-09-09,Product_3,94051,76786,17265
2025-09-09,Product_4,2207873,1930770,277103
2025-09-09,Product_5,979908,858827,121081
2025-09-09,Product_6,686849,600714,86135
2025-09-09,Product_7,1320567,1159013,161554
2025-09-09,Product_8,2848918,2511542,337376
2025-09-09,Product_9,407292,354404,52888
2025-09-10,Product_1,1614124,1404833,209291
2025-09-10,Product_10,2563824,2224770,339054
2025-09-10,Product_2,1897815,1641693,256122
2025-09-10,Product_3,94484,76786,17698
2025-09-10,Product_4,2219120,1930770,288350
2025-09-10,Product_5,985185,858827,126358
2025-09-10,Product_6,690305,600714,89591
2025-09-10,Product_7,1327592,1159013,168579
2025-09-10,Product_8,2861433,2511542,349891
2025-09-10,Product_9,409387,354404,54983
2025-09-11,Product_1,1620279,1404833,215446
2025-09-11,Product_10,2575474,2224770,350704
2025-09-11,Product_2,1907680,1641693,265987
2025-09-11,Product_3,94904,76786,18118
2025-09-11,Product_4,2232857,1930770,302087
2025-09-11,Product_5,989048,858827,130221
2025-09-11,Product_6,694196,600714,93482
2025-09-11,Product_7,1334659,1171347,163312
2025-09-11,Product_8,2875042,2511542,363500
2025-09-11,Product_9,411409,354404,57005
2025-09-12,Product_1,1627751,1404833,222918
2025-09-12,Product_10,2586420,2224770,361650
2025-09-12,Product_2,1916151,1641693,274458
2025-09-12,Product_3,95416,76786,18630
2025-09-12,Product_4,2244270,1956228,288042
2025-09-12,Product_5,994637,858827,135810
2025-09-12,Product_6,697960,600714,97246
2025-09-12,Product_7,1340444,1171347,169097
2025-09-12,Product_8,2887537,2511542,375995
2025-09-12,Product_9,413038,354404,58634
2025-09-13,Product_1,1628123,1438669,189454
2025-09-13,Product_10,2587172,2224770,362402
2025-09-13,Product_2,1916583,1658688,257895
2025-09-13,Product_3,95444,78842,16602
2025-09-13,Product_4,2244773,1956228,288545
2025-09-13,Product_5,994828,880362,114466
2025-09-13,Product_6,698126,600714,97412
2025-09-13,Product_7,1340739,1171347,169392
2025-09-13,Product_8,2888067,2511542,376525
2025-09-13,Product_9,413112,357652,55460
2025-09-14,Product_1,1628523,1438669,189854
2025-09-14,Product_10,2587873,2281175,306698
2025-09-14,Product_2,1917137,1682306,234831
2025-09-14,Product_3,95473,78842,16631
2025-09-14,Product_4,2245265,1981995,263270
2025-09-14,Product_5,995045,880362,114683
2025-09-14,Product_6,698283,616684,81599
2025-09-14,Product_7,1341079,1188183,152896
2025-09-14,Product_8,2888825,2569715,319110
2025-09-14,Product_9,413197,363295,49902
2025-09-15,Product_1,1635614,1438669,196945
2025-09-15,Product_10,2598597,2281175,317422
2025-09-15,Product_2,1924894,1682306,242588
2025-09-15,Product_3,96014,78842,17172
2025-09-15,Product_4,2255258,1981995,273263
2025-09-15,Product_5,1001258,880362,120896
2025-09-15,Product_6,701331,616684,84647
2025-09-15,Product_7,1346578,1188183,158395
2025-09-15,Product_8,2903918,2569715,334203
2025-09-15,Product_9,415267,363295,51972
2025-09-16,Product_1,1643892,1438669,205223
2025-09-16,Product_10,2611728,2281175,330553
2025-09-16,Product_2,1930756,1682306,248450
2025-09-16,Product_3,96458,78842,17616
2025-09-16,Product_4,2265496,1981995,283501
2025-09-16,Product_5,1006892,880362,126530
2025-09-16,Product_6,704931,616684,88247
2025-09-16,Product_7,1352467,1188183,164284
2025-09-16,Product_8,2919187,2569715,349472
2025-09-16,Product_9,417372,363295,54077
